10 10000
7 5 388246
4 7 393752
2 5 827234
2 3 678034
3 5 795046
7 9 997
7 9 864881
1 0 538658
7 2 5634
9 7 903983
3 5 944347
2 9 482999
4 1 531379
8 9 133575
9 9 836767
0 1 36951
7 2 781488
9 5 922167
5 0 352611
0 5 358501
4 6 239448
0 9 134644
1 9 262460
6 3 706018
3 5 782664
8 3 302891
5 8 853011
3 6 925384
6 7 79247
4 2 760236
6 2 382892
1 7 219981
5 2 666567
3 9 879933
2 8 984587
5 1 50682
4 9 624454
8 7 253957
9 4 38393
1 5 241966
7 9 293305
9 7 422747
9 2 314155
7 4 467132
2 8 384794
4 1 873266
4 6 829514
0 5 671972
3 9 213376
3 5 239148
0 1 880981
3 4 238009
8 4 159772
0 2 27265
2 1 913578
8 6 658968
7 7 323019
2 0 979026
5 6 782957
2 2 53704
7 4 468111
6 4 364439
6 7 608456
1 4 110460
5 5 58848
7 4 378089
7 0 102745
1 4 988009
8 1 638952
6 3 5813
5 4 540402
1 1 227277
4 0 193300
3 6 780165
0 5 750658
0 0 422086
8 3 158157
9 3 631285
3 2 875225
1 4 729619
5 4 632654
9 3 497783
4 5 838161
7 8 166322
3 6 505111
5 8 661195
7 1 282065
2 6 399262
1 9 413448
1 7 141831
2 1 735220
8 5 348972
7 8 728721
9 3 978567
8 7 640015
9 9 101321
8 9 184590
3 2 225017
9 6 219479
6 8 101275
9 7 692088
8 2 790480
9 8 813545
1 4 931898
9 6 687742
0 7 928651
6 0 804908
3 1 360466
4 4 105081
7 9 147305
9 5 349722
9 9 906207
2 5 35334
8 1 81588
5 0 543268
5 2 835340
1 2 78519
4 9 671919
5 1 759036
8 4 452209
4 8 496746
1 9 694949
3 4 397876
2 2 347695
0 8 365251
7 0 400727
4 8 349260
0 6 489139
5 6 613564
1 1 115786
8 0 445842
5 8 533580
7 7 524898
1 7 512499
9 3 432746
0 9 55538
4 7 80803
6 5 652488
6 1 653493
5 2 672220
8 7 523083
6 6 212717
7 3 11927
7 7 162820
1 9 281302
0 4 339775
3 3 652249
0 5 705219
3 6 203750
0 3 861128
7 7 515830
2 0 554060
0 6 949790
8 4 966024
3 4 629498
1 5 209103
0 3 411791
2 3 468325
3 2 3276
1 3 185075
6 0 219607
9 4 879863
6 5 788245
5 4 510648
3 0 640466
7 6 754170
8 7 536641
9 6 609135
5 9 234288
6 7 75417
8 1 264426
3 4 359008
3 9 109549
6 1 996443
9 2 719517
3 0 467839
5 9 765479
5 7 813813
8 4 772157
6 8 9683
5 4 694738
0 1 8948
7 3 539596
2 5 302956
1 4 318927
7 9 770573
8 3 332049
3 5 284422
5 0 467555
0 7 798603
4 8 433755
0 3 874503
5 1 697547
9 8 173596
6 8 893996
1 5 267099
0 4 511156
9 6 108352
3 4 388153
7 2 314224
5 3 207312
8 2 296280
7 7 505430
4 7 339418
6 5 244173
3 8 986768
8 7 514680
1 2 519947
8 3 86888
6 2 705648
4 8 160666
0 7 167799
5 6 541542
5 6 95628
3 7 378058
2 7 322188
6 7 186666
2 0 700302
1 6 68229
5 0 559057
3 2 761833
4 6 856037
8 8 763909
9 7 802539
3 1 403331
3 5 157909
0 5 141987
6 1 57328
6 3 278580
4 9 919011
7 1 511711
0 3 963822
6 6 721777
5 1 312802
5 3 354693
6 9 788869
1 9 364821
0 5 945063
8 4 625587
2 9 62629
0 6 398914
8 1 198606
0 2 932542
7 8 860397
8 4 512461
5 3 354415
4 9 557307
9 6 30440
2 3 411482
6 9 861353
8 0 622946
6 4 422061
8 0 434575
9 6 964496
2 5 507221
3 4 182042
5 0 971755
6 3 706814
1 5 591431
2 5 378357
9 5 818943
9 9 47420
8 2 796095
6 5 781032
3 9 352060
6 9 269652
3 8 890500
8 3 772383
2 3 720819
7 7 991869
2 2 288923
8 3 531976
3 7 19108
7 2 634410
6 5 802293
3 6 545647
1 9 439925
7 6 701175
1 0 643373
6 6 22461
6 3 384460
2 3 33208
5 4 825589
8 8 373908
8 9 715903
5 1 907880
9 4 903768
8 1 292944
8 8 126577
4 3 535732
1 1 471970
3 1 375396
8 3 268415
9 7 791402
7 9 304741
3 2 288215
7 3 154975
3 8 961929
0 7 416030
1 5 108258
3 7 605202
3 5 155822
6 0 971773
3 6 41265
4 6 909496
4 2 124640
7 2 850121
7 7 671995
4 8 291721
6 9 609665
5 4 74922
3 7 991302
8 8 560939
7 1 761177
2 9 734665
8 3 28867
7 6 550183
6 7 246601
2 2 915802
0 0 687690
6 7 849982
9 1 311569
5 6 982787
2 6 877626
7 6 913889
4 0 503175
6 0 953565
0 4 461305
4 0 89350
2 1 662941
2 5 944799
5 3 590028
5 7 742365
5 1 734805
9 9 447266
6 6 18971
1 6 129002
1 0 305740
9 5 373128
0 5 297547
5 4 253045
3 3 814504
5 5 90687
0 5 228288
2 6 205220
0 5 804135
9 1 763114
4 6 22966
1 6 890098
5 4 287950
4 0 108071
6 5 538947
1 1 744448
5 2 780723
1 1 469555
8 9 649396
8 7 641873
1 2 589168
0 1 445298
8 7 41865
1 9 712348
0 8 240108
9 3 206803
9 0 661335
1 1 893058
4 6 825615
3 9 818649
9 8 732610
0 6 640039
7 8 241034
9 3 596285
4 1 890460
7 2 750501
5 5 845321
6 6 428024
9 0 279014
5 2 828515
1 7 97599
8 1 355301
1 0 249256
0 8 82444
8 0 354068
8 0 121994
0 0 707895
1 4 655843
4 0 780725
0 1 622976
4 3 304332
4 8 556540
2 0 724800
9 6 620401
4 7 134276
8 9 312590
9 5 497043
7 8 597063
0 2 743425
1 0 196524
9 5 829368
9 3 233581
2 1 498723
7 0 923674
4 2 368183
5 1 213941
6 7 84842
9 6 585028
4 6 650240
3 0 148896
0 8 628020
6 3 807251
5 6 973947
7 2 964420
0 8 64087
4 7 891232
2 9 605686
1 7 583633
8 5 307619
7 0 103378
7 1 851571
3 5 440693
7 3 467583
6 8 286732
9 1 705940
6 7 999078
8 6 960677
8 4 189191
7 5 352812
8 0 579462
8 4 884740
1 5 246343
4 2 256235
9 1 710377
8 9 680569
9 7 112496
9 7 44589
7 6 78522
7 8 35889
5 6 686656
9 0 272552
0 9 655236
0 5 925031
5 4 276384
0 6 930681
4 2 901717
2 3 173502
6 6 547100
6 1 163474
2 7 540102
3 6 117891
8 7 487162
2 7 214345
0 3 727134
1 6 502857
6 4 43886
2 9 260616
6 9 158109
2 8 351977
5 3 14772
6 7 312789
2 0 98396
4 2 448669
4 6 936126
8 5 727941
2 6 170842
1 3 19136
0 8 964757
9 9 203658
1 5 301530
5 6 795949
1 8 749252
8 9 747550
5 6 413488
7 3 919738
4 5 523191
2 0 786643
1 8 355300
2 6 72408
8 4 48491
4 5 883265
3 6 329782
1 6 462353
3 4 488134
3 2 735060
3 2 873096
4 3 422182
4 6 172687
7 7 882935
2 6 11361
6 9 396619
4 7 729920
8 1 711272
9 9 445718
3 6 868680
5 1 457151
6 1 992162
1 3 388812
9 7 653749
5 2 643636
8 8 674409
3 6 567136
3 5 355226
4 3 585212
7 4 601598
5 9 384880
5 2 356394
6 7 917700
1 6 673703
6 6 58748
8 2 680227
0 1 358329
7 1 330786
0 2 111788
2 5 322635
3 3 245603
0 1 484718
8 3 656894
9 4 654802
7 0 34393
9 1 209022
7 6 794303
0 2 341767
4 2 554328
3 1 729347
8 6 37375
5 9 794433
4 4 647605
5 1 552925
5 4 308810
4 4 475988
2 9 534009
0 6 481126
9 0 178201
8 4 507188
2 4 327444
8 2 956899
6 4 1360
1 4 995186
6 7 663730
6 6 998160
1 3 998504
9 4 594713
7 7 434226
8 6 410255
4 8 182070
5 6 111085
6 2 407036
5 3 55669
3 4 357964
6 4 704456
0 6 513722
4 6 866105
2 6 403139
5 5 201306
9 2 562087
1 8 249921
2 0 743459
7 9 305283
5 6 944716
4 9 763859
3 4 796769
4 8 689559
2 5 831633
5 9 290014
5 8 27472
9 7 542134
3 2 416696
5 3 303914
7 8 108891
7 8 789646
3 7 119277
1 3 368426
6 5 672951
9 5 796983
8 1 735937
0 3 323301
9 8 432414
8 2 33266
2 0 242878
8 7 637700
0 2 793918
5 3 280262
9 8 145820
9 3 249155
6 9 19705
0 5 616255
2 6 275546
5 4 906239
7 7 611598
4 2 998412
0 3 623088
9 0 184608
8 6 146398
4 6 736188
6 8 71720
1 2 581163
5 5 203089
2 2 216414
8 1 370772
5 5 879471
6 3 260190
9 4 994619
3 0 453858
9 1 296210
4 7 4722
5 7 719993
5 5 304724
6 8 985535
0 9 792305
9 5 625430
7 6 764437
1 5 203255
9 7 317217
2 6 348678
2 5 415853
1 1 966905
6 7 90989
0 4 258483
1 8 470492
3 5 279
0 8 627405
3 5 275159
2 1 832141
3 8 236575
3 4 599370
7 4 394751
4 9 11689
9 0 640491
7 0 937512
1 2 98854
8 9 404500
8 1 196173
4 8 942117
0 3 12021
4 4 358845
3 3 962082
3 4 870119
2 3 251867
6 8 130646
7 5 871546
2 8 617467
7 5 463510
0 3 357740
1 0 99562
1 9 669888
0 5 44614
6 4 842200
2 5 150007
3 3 627114
9 5 715761
6 0 418138
5 0 712743
5 0 868267
8 5 338463
2 9 723535
7 4 252653
7 6 72116
3 2 697371
1 6 486017
1 0 473208
8 8 321570
2 4 578380
5 0 217124
3 8 144801
3 2 897788
8 6 232566
5 6 643817
0 8 238200
8 2 118241
4 7 906457
5 8 895539
0 7 932018
7 2 61256
4 0 948973
8 9 904111
4 0 684473
5 4 699751
0 5 183488
1 5 617800
7 8 879512
4 5 174077
5 0 723893
2 6 240320
6 8 19401
5 0 145140
3 9 453922
4 1 508514
2 3 244517
7 6 445479
6 2 149580
9 3 795
1 9 569968
1 9 845578
4 7 797898
1 1 212209
7 4 862471
8 4 121711
3 9 484476
1 6 820499
5 9 291759
0 2 305324
6 2 124975
7 3 487575
5 1 193987
2 3 588963
8 9 364312
8 0 31179
4 7 820161
7 0 130915
1 2 952561
5 5 420651
3 3 993849
4 7 817522
0 4 560060
6 6 963129
1 1 997147
0 3 201204
3 0 20058
0 1 990770
1 3 547557
1 2 60974
2 6 152975
4 7 365796
1 7 431022
8 0 91116
3 8 380189
2 6 950373
4 6 75674
2 5 531401
6 5 576259
6 2 605414
2 1 961955
1 3 369749
7 4 679449
1 7 604078
9 7 145800
9 6 762393
7 9 390930
8 0 105324
6 2 992284
2 0 999550
3 1 268629
3 3 945964
3 1 532470
7 4 795861
5 2 685121
3 7 422129
6 9 320056
9 5 235000
8 8 705988
6 3 578283
6 6 797831
0 3 198166
2 8 215583
5 5 197063
8 8 524814
8 0 897044
5 3 367489
9 3 387373
3 9 660023
4 1 410135
7 3 897414
6 0 926479
4 9 586864
2 4 571303
4 4 174547
9 6 347940
7 6 674397
3 7 749110
6 1 478423
0 2 616189
8 2 737960
1 0 791111
5 8 413096
7 0 607478
2 0 74346
9 0 562673
1 6 932673
5 5 931413
2 9 596093
6 7 947723
4 3 529116
9 0 352441
8 7 721255
2 9 856747
6 8 44601
5 8 613617
4 5 553645
6 7 94415
9 1 51186
7 9 959477
6 7 289338
1 3 944421
4 1 596865
9 9 782905
5 5 832754
8 8 854766
9 7 200280
7 5 75814
3 1 852704
9 9 167366
8 8 708964
4 4 237226
6 7 248256
2 5 144711
0 8 653542
5 6 378679
1 0 647730
5 2 40212
5 2 208695
6 6 484113
5 7 508292
5 1 627578
9 6 967518
4 2 1672
0 3 607650
8 2 970680
4 8 197912
7 9 648077
9 6 670117
2 3 199272
8 6 596972
0 0 323369
9 4 301438
4 1 467199
4 5 466481
7 6 190801
7 5 260742
1 3 510455
5 2 615782
2 5 788958
2 4 344747
2 3 524884
0 6 349556
4 9 114784
2 5 148672
6 4 357068
4 2 757131
7 7 286810
9 8 632873
7 1 838536
1 2 541727
6 5 422416
4 1 182122
0 9 562063
1 7 77766
7 3 910468
1 8 407700
6 2 443403
3 4 199736
5 6 785992
9 1 804436
3 3 772459
1 1 396587
4 2 172278
6 5 38816
2 7 410224
5 7 173393
4 4 982083
9 9 961286
1 4 644620
3 0 320439
3 4 95993
6 3 431962
5 7 575085
2 9 611972
0 9 62155
2 9 715780
7 2 322785
0 3 490515
1 7 144907
2 0 236013
0 4 116698
1 6 741750
1 3 384319
3 6 422732
5 7 585432
0 4 582032
5 6 916697
6 5 802201
9 0 98734
7 0 829526
9 3 473806
2 3 171413
1 1 90149
1 3 345835
2 6 444998
9 9 504123
0 7 478533
1 1 811869
9 5 525562
7 3 573200
2 2 44923
7 2 835977
2 4 881827
6 3 886155
4 0 750813
1 7 969743
7 1 818646
0 3 461161
9 0 855954
1 4 495226
9 3 387573
5 3 243736
5 8 376853
3 2 795127
1 6 72713
5 5 145669
8 9 405024
4 6 313464
4 5 518644
8 0 796108
1 0 452846
0 7 744173
9 3 49866
7 5 273860
4 6 612193
6 4 300135
1 0 291014
7 8 523245
7 5 821514
1 5 869394
1 9 562978
2 9 592511
0 4 404816
4 5 826838
3 5 450376
2 1 398232
9 2 580912
6 1 166481
5 6 246318
8 6 831369
6 8 62571
8 2 84155
4 6 595718
7 0 93894
2 7 965831
8 4 966367
5 1 915675
5 0 161137
5 4 95476
1 3 474234
2 9 37759
1 4 128266
5 2 950998
8 3 273466
3 2 29608
9 7 118397
6 5 244843
8 1 907293
1 6 879459
2 5 543311
8 8 204043
5 7 963244
3 1 770984
9 5 778415
9 3 746773
1 6 882459
4 3 889813
6 9 304541
7 6 20786
1 2 879367
7 6 722558
3 0 791554
6 9 250873
9 2 544340
2 3 772201
1 5 710548
3 0 542330
4 4 635945
7 1 934624
1 1 700780
2 8 822750
5 8 506577
6 4 231143
4 6 395246
7 0 927220
4 1 97912
5 6 781077
2 3 927644
1 5 237775
8 0 232263
8 5 382407
9 5 101824
0 2 76116
3 5 860454
9 9 19832
2 0 300028
5 0 433368
4 4 754196
4 3 526068
5 6 418040
2 1 380270
4 6 459500
4 6 274099
7 7 394287
1 2 317639
0 7 262719
3 2 561162
3 1 975582
3 7 669819
7 0 844945
4 3 52741
5 7 298002
9 2 317804
0 8 743803
8 0 572312
0 8 572629
8 2 126866
8 7 616163
4 7 136381
5 9 999422
1 8 653466
2 9 693731
8 5 965536
9 6 479770
7 9 479024
5 9 464508
7 9 808957
5 8 463874
4 4 279076
4 6 370493
0 3 402642
9 6 124355
0 4 747249
5 4 7293
0 9 488632
2 2 428268
9 0 861730
5 8 841849
8 4 963541
0 2 611520
8 2 375061
0 5 994004
3 7 193013
8 0 894464
0 9 547370
4 2 903218
9 7 171007
2 0 348507
5 5 403069
8 2 162104
2 8 746315
5 0 160445
8 1 274647
2 7 243627
2 4 305944
3 0 313274
2 8 562604
4 8 20010
5 5 915619
7 9 182174
8 7 151814
2 3 888466
2 4 463132
1 6 648090
6 9 296007
6 4 295797
0 2 233274
2 1 306965
0 2 388052
2 1 136703
7 6 898166
2 6 733717
2 1 381398
9 6 281773
8 6 587613
7 5 234704
9 9 36258
1 8 613747
9 9 590214
9 7 723612
1 0 492417
7 2 878835
4 6 567147
6 1 367031
4 8 51410
0 7 407516
7 6 150045
4 4 520060
7 6 389972
6 8 218669
4 3 834903
2 8 472811
0 4 322377
2 5 294798
8 0 792764
5 1 453211
0 7 287548
2 8 127184
7 7 568868
7 7 749702
2 5 238763
0 5 732363
0 2 742681
5 0 617530
0 5 758600
6 5 944857
5 1 720296
4 5 585056
1 3 550306
1 6 883579
8 3 204123
3 2 38131
3 3 448170
9 4 540430
1 4 476106
3 6 802183
9 1 698968
9 6 666034
1 0 980377
0 3 249851
5 1 320628
9 0 588673
7 9 720197
2 6 314564
9 0 787257
5 5 304687
5 1 497247
1 5 944480
1 4 340188
5 0 151627
3 9 20195
2 5 120924
7 3 131250
8 4 277402
2 9 203690
5 5 363786
5 4 894648
1 9 975635
3 6 153091
8 9 740683
4 3 365429
4 1 667908
5 4 35048
9 1 134333
0 9 669059
8 9 899783
9 0 469972
7 9 119689
9 0 606132
0 5 500969
0 4 689786
6 3 18772
0 2 99287
8 2 752672
9 5 213144
1 5 984967
7 7 241250
4 7 162928
7 8 124274
6 8 819333
3 2 359410
4 1 406754
2 1 427555
3 8 463794
3 7 874294
2 5 356264
8 2 166741
1 4 164770
7 0 138802
1 6 837784
5 4 633178
3 4 709741
9 3 282856
9 0 827659
7 6 33179
0 1 560341
3 0 69273
5 3 49626
7 7 639540
8 3 864473
2 0 541618
6 3 396861
5 2 201002
7 7 416738
3 3 686603
3 3 34569
6 1 421245
7 9 171664
9 8 121552
6 2 193996
6 8 336799
2 7 491880
2 5 450571
5 1 999375
5 9 866831
8 3 937251
8 4 691010
9 8 184624
9 8 39046
7 9 886750
1 5 381058
3 5 692387
6 4 633111
4 9 398242
4 9 426694
8 1 122892
0 8 867998
9 9 942424
6 1 844024
5 0 407746
3 0 596375
6 5 876436
0 1 89310
3 5 23594
4 3 871575
6 9 31554
7 8 762906
8 1 836789
6 1 39647
2 4 180857
3 9 752592
9 0 483200
7 4 932756
4 3 978018
3 1 745587
8 1 475088
2 2 954707
3 1 169421
2 0 785378
3 4 327408
6 5 359466
2 6 514650
3 5 950067
6 0 327408
2 2 556777
3 9 873927
0 7 173211
3 2 146242
4 7 195231
1 5 169506
6 2 925356
3 6 68219
3 3 224488
1 2 354196
1 5 430405
0 6 341803
7 7 131628
2 4 880592
1 1 326672
4 4 948130
3 5 202347
4 7 370207
3 2 45997
3 0 45193
7 3 312763
2 2 172818
4 1 310582
8 3 682977
2 5 804124
4 4 210700
9 1 966498
7 9 723427
5 7 901227
6 1 102577
8 7 218515
2 2 473852
9 9 444090
3 3 532726
9 0 346099
5 0 840107
4 0 402760
9 6 491470
5 0 935425
7 1 260482
9 3 433364
5 3 439
4 2 338162
0 5 372926
9 3 488724
5 1 640935
8 7 64123
9 8 523980
5 5 124748
6 7 162463
4 5 366708
4 9 770721
8 8 745218
9 1 72658
3 7 32927
1 5 459005
0 8 364886
4 6 854138
8 0 79
0 4 798084
8 3 270838
1 6 266367
7 4 141420
9 1 112706
8 4 374135
3 4 491405
8 4 641562
9 2 404802
6 9 864775
7 8 396985
4 4 960834
4 5 854290
9 9 137798
7 1 278104
7 6 519537
7 3 408413
3 5 249213
2 6 288996
5 0 977061
7 2 160621
6 5 279407
0 6 283540
6 4 921520
7 4 828037
0 8 432212
2 8 4095
9 5 425723
3 8 869920
6 8 381804
1 3 457396
7 9 50356
9 9 366353
3 3 254455
6 5 214690
1 8 436490
1 5 652222
4 7 236235
1 4 850087
0 8 672221
1 5 790466
9 2 125830
4 5 241599
7 1 693628
4 8 325351
5 1 788139
7 2 264531
1 8 653071
2 5 399942
5 3 672082
0 4 153059
5 6 454812
5 8 478404
5 8 428543
2 4 679450
2 0 764717
4 9 777137
8 0 634460
9 0 666677
7 9 124246
6 6 145031
1 6 868810
5 7 811863
1 5 881949
3 9 460292
8 5 274906
9 5 158644
4 0 828219
5 2 743149
3 3 330274
5 2 631904
5 9 404359
2 5 547241
1 1 593139
3 4 818875
7 4 458747
6 6 217790
6 8 643695
3 7 132804
3 4 806359
8 9 756083
3 1 708479
4 7 309888
9 9 833322
7 3 380746
8 9 771497
5 4 43213
2 9 907895
7 2 334881
4 5 335432
5 6 313295
4 3 587260
9 6 684845
9 8 938974
0 4 800766
9 5 21334
8 5 306586
2 8 145228
1 2 874386
7 2 319561
8 8 284426
7 7 851305
6 6 108884
5 8 599525
3 1 840945
0 9 773241
6 0 100042
4 7 640843
2 7 296210
3 9 112893
1 4 100231
7 1 549781
3 4 385377
4 3 239151
9 5 296150
4 5 365659
7 5 822013
8 6 818137
9 0 471561
0 0 14170
3 4 107665
3 4 128003
1 8 130026
3 8 137464
6 4 273934
1 9 895761
0 2 817028
7 9 841772
8 0 319823
3 4 703927
2 3 193303
3 5 527361
3 5 714002
4 8 7180
2 8 321311
8 0 682177
9 7 794327
5 5 886083
4 4 949384
5 5 383095
2 8 965664
1 4 738497
1 9 716601
4 0 351701
6 8 15052
3 6 512016
9 5 909185
5 1 65213
4 9 636761
6 8 409914
8 2 444202
2 0 163875
5 4 622140
6 4 574904
0 3 818913
4 2 690456
5 0 468775
8 6 98449
2 0 355656
6 4 542442
6 1 23776
7 9 73800
5 9 514400
1 5 594415
8 7 424704
6 4 798454
3 3 499678
6 7 128041
3 8 961112
7 0 958079
7 4 40849
4 8 332556
7 9 962979
6 6 347688
6 0 5108
7 0 349796
4 4 919664
8 2 783309
3 4 93663
5 6 705562
8 7 655833
8 9 597688
2 8 220301
8 2 720989
8 8 323488
7 0 857109
3 7 896593
2 1 724710
7 4 542644
8 9 507018
8 4 300451
3 6 469276
4 1 923014
5 1 89900
7 4 825993
5 5 132575
1 8 432529
7 4 169684
3 2 680107
5 0 245801
1 8 125614
8 4 619608
0 8 135936
2 8 108438
3 3 865048
6 2 298142
4 6 877654
4 4 273037
7 8 310921
7 6 551314
7 8 48394
3 6 366015
5 4 556793
1 8 536384
5 0 171981
0 9 820117
9 6 740920
0 9 314245
0 0 614102
7 7 38191
6 5 605487
9 1 164711
6 6 65138
2 9 944463
2 1 688064
0 8 351053
4 3 200557
9 2 291548
2 8 268096
8 9 502865
4 1 124260
5 8 61259
7 2 300566
6 4 505402
9 3 726321
8 3 169761
4 8 286714
5 9 438030
1 6 533626
9 7 223452
0 7 621075
3 6 182987
7 6 320927
0 4 879096
4 0 681078
3 4 654654
1 0 18693
7 9 437845
6 7 816959
7 7 756596
6 4 657932
4 2 713278
4 3 509782
6 7 745621
4 3 265298
3 7 953998
2 5 938057
0 7 505945
7 4 347945
4 9 309684
9 6 55113
6 7 933210
6 8 30820
3 8 947677
6 6 468747
8 1 6545
0 6 841537
7 5 118521
0 5 928325
4 3 162020
1 2 34940
4 5 706653
8 8 643722
6 0 165860
7 5 704057
8 9 274641
1 5 69131
0 2 586653
8 9 449556
9 5 470187
1 2 240434
1 6 865358
7 9 504974
1 7 384673
0 1 87973
6 6 523584
0 9 859165
6 6 147685
1 0 820573
5 9 679098
9 9 158105
3 3 157745
3 8 262953
5 9 458011
5 2 600519
8 5 940330
8 2 588235
6 7 723465
0 1 417612
4 9 336809
6 8 829238
6 8 17677
8 9 479032
5 7 5789
0 2 757482
4 7 465417
1 5 636469
4 7 27733
0 7 978612
0 6 698953
8 1 228307
9 6 590627
3 6 41358
0 7 553791
3 1 911545
1 2 650210
6 4 953879
1 2 438802
0 4 721137
9 3 958816
6 4 123575
8 0 582366
9 6 720408
7 0 795487
9 7 744347
3 0 933246
0 3 712873
8 5 928062
9 5 341457
6 2 139725
5 5 732654
2 3 961342
6 9 987336
4 2 636789
9 3 700939
0 0 673447
0 6 268718
6 1 827878
8 9 790831
0 3 434065
3 9 522478
9 1 412271
6 4 555423
3 5 434375
8 3 189517
2 0 645555
4 3 219816
4 4 882766
0 2 537576
4 9 167546
5 8 233193
9 6 356428
2 0 86421
7 6 249967
6 1 881539
9 7 841356
6 3 414492
9 4 314226
9 7 185383
8 7 751078
3 0 500697
5 0 578571
2 7 305282
4 1 322756
8 3 602743
1 4 151687
8 2 638735
9 4 14152
9 9 222676
5 4 639399
2 1 780482
8 8 207377
0 1 855540
3 8 118331
4 8 109077
5 7 177701
4 4 807788
5 2 546645
2 6 765624
5 2 185073
5 4 69781
6 9 707810
3 9 374433
5 4 298996
3 6 586353
6 3 40795
9 8 279990
7 4 18498
6 3 215271
2 8 300321
8 7 448219
5 6 921005
5 6 815390
2 5 733102
7 7 154341
7 7 656903
7 8 785664
9 2 805680
5 3 777122
3 1 684810
2 6 817302
9 4 926904
2 1 955467
1 8 720673
8 8 579011
7 3 440600
2 2 663375
0 8 410760
7 1 69031
3 5 489235
2 3 5573
6 5 549398
5 3 544985
3 5 386294
8 5 665014
3 4 788004
6 9 180681
2 7 166157
3 8 951820
7 3 948494
7 7 688184
5 5 223735
4 6 834083
9 9 116383
8 2 770589
7 2 708130
1 5 161715
2 7 764562
5 7 306655
6 4 695643
6 6 188959
3 0 638587
3 2 383601
6 8 268165
5 7 480677
7 5 469516
4 3 431894
4 9 57459
7 7 934507
8 9 889148
8 3 158650
6 1 481688
0 6 327274
2 8 421771
4 9 921521
7 9 577571
2 9 771714
2 3 590249
6 1 106199
6 3 550192
6 2 314914
0 0 139644
3 6 316044
0 7 407777
4 4 930714
5 1 300425
7 1 965331
4 7 504851
3 4 58055
3 8 459506
2 0 360079
2 3 192373
7 2 236706
5 5 350246
7 6 354209
0 4 327163
5 7 758062
2 1 211808
8 6 43754
5 5 287479
5 9 618628
2 9 62606
8 6 888032
5 0 797777
9 7 95236
8 5 856602
0 2 431192
7 1 648341
9 5 386147
1 2 658126
5 5 781464
8 1 215730
7 5 338964
3 7 519192
1 1 604190
5 5 638347
8 3 417756
5 6 745013
0 8 329466
0 9 886381
9 5 413502
7 4 546739
1 3 369996
8 8 911337
0 0 708295
8 5 319512
6 7 347554
0 6 462212
9 1 359872
9 0 780583
0 8 163641
6 8 917009
8 7 428726
7 7 580553
8 7 373655
8 8 73960
8 6 798127
3 5 10448
8 2 995018
8 8 744695
0 5 764596
6 3 669599
6 1 102792
0 7 421054
1 1 28541
1 9 447534
6 8 283307
5 8 686688
5 0 933573
5 3 513458
6 9 542159
9 8 496797
2 0 218612
8 7 941921
4 4 292882
3 6 426596
4 7 776427
8 9 306844
1 0 789296
1 5 795853
1 6 691511
3 7 56942
6 4 597570
5 4 109996
6 1 552157
3 2 927609
2 5 850714
1 4 593034
0 0 13447
2 0 906041
0 5 363012
6 3 320821
7 4 89552
4 5 168040
2 6 308515
3 0 485631
6 6 59194
0 8 407177
5 7 284462
5 0 494412
3 1 40882
1 0 398537
2 6 707086
3 2 648461
7 7 84740
3 1 935432
9 6 962782
4 2 986065
7 2 359592
8 3 945342
1 7 551239
7 3 357506
3 3 649073
7 6 779520
6 0 687550
6 3 723637
5 5 41750
7 3 134058
5 1 199588
3 1 561379
2 8 473575
4 2 757472
0 8 392769
2 9 863549
2 0 911126
9 5 952566
3 7 153317
5 6 719587
1 2 824743
5 0 624630
8 6 482915
7 0 729917
1 4 673277
7 3 901063
6 0 163891
5 8 362858
5 7 871115
4 0 564915
5 3 416940
1 4 100765
9 8 724764
0 4 19658
9 7 192931
4 0 335056
5 4 104583
2 3 252459
9 2 819308
6 2 542744
1 8 947707
4 7 681705
0 2 345203
2 7 539871
6 7 851115
4 2 892690
3 0 372222
8 9 972792
5 5 475551
3 8 650004
4 9 585418
5 2 525781
5 4 88543
4 3 399745
9 5 919815
8 7 719644
9 6 615172
3 4 81977
7 1 817978
6 8 112416
7 1 578532
2 4 34351
2 4 296567
2 0 939187
1 3 589922
1 3 121037
0 4 737088
3 3 268385
5 1 287832
1 6 53433
8 6 635077
4 3 468992
0 6 193770
0 4 223041
1 5 565441
0 0 515562
9 7 743729
5 6 975515
3 1 128374
6 5 121492
4 0 649928
1 7 693966
4 9 282893
7 4 252801
5 9 529599
6 3 367989
2 0 54293
6 3 168983
2 6 593442
7 1 938603
8 4 279519
0 8 397595
9 7 153388
3 6 986888
0 3 744443
4 7 177408
6 3 886486
1 7 969361
2 5 465945
7 0 384546
8 8 28606
1 6 189239
2 0 176967
9 8 759705
1 2 932542
5 3 822847
7 1 188811
1 6 610672
6 4 312851
0 9 439431
2 8 663845
0 2 804157
3 2 152302
1 0 328944
9 0 274604
3 8 638803
4 4 376290
1 9 404768
0 1 460746
5 1 159898
5 0 820723
3 5 752551
7 9 717021
3 2 410503
8 6 911167
2 0 562570
9 8 828596
4 4 817840
8 2 86996
4 1 209445
0 0 833196
4 9 907584
2 1 895510
8 9 604273
7 4 251757
2 9 90704
6 0 292243
6 7 333229
3 5 37645
9 3 170718
0 4 252717
0 4 286306
1 4 63048
4 4 783134
1 3 959723
2 2 956103
0 9 707681
2 9 940855
3 5 484005
0 9 495372
1 2 876641
7 4 618064
8 2 85011
5 0 314619
1 9 36466
6 5 17425
1 3 550137
3 0 407936
6 3 946463
